,product_id,product_name,product_type,product_colors,product_price,product_composition_shell,product_composition_pocket,scrapy_datetime
15,1024256006,Slim Jeans,men_jeans_slim,Denim blue,$ 19.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
15,1024256006,Slim Jeans,men_jeans_slim,Dark blue,$ 19.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
15,1024256006,Slim Jeans,men_jeans_slim,Dark denim blue,$ 19.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
15,1024256006,Slim Jeans,men_jeans_slim,Dark gray,$ 19.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
15,1024256006,Slim Jeans,men_jeans_slim,White,$ 19.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,White,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Dark denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Dark blue/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Dark blue/washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Denim gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim gray/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Black/patterned,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
16,0690449059,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Black/patterned,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
17,0979945003,Loose Jeans,men_jeans_loose,Purple,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Light denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Dark gray,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Dark blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Dark denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Black,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Light gray,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
18,1008549002,Regular Jeans,men_jeans_regular,Light denim blue,$ 24.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,White,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Dark denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Dark blue/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Dark blue/washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Denim gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim gray/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Black/patterned,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
19,0690449062,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Black/patterned,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
20,0979945002,Loose Jeans,men_jeans_loose,Purple,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
21,1024711008,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Black,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Light denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Light denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Dark blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Dark denim blue,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,Dark gray,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
22,1024256005,Slim Jeans,men_jeans_slim,White,$ 19.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
23,1008110002,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,White,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Dark denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Dark blue/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Dark blue/washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Denim gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim gray/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Black/patterned,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
24,0690449043,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
25,1008110001,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Pale denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
26,0875105017,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
27,1024711009,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Black/washed out,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Graphite gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Cream,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Light blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Pale denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Pale denim grey,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
28,0811993037,Regular Jeans,men_jeans_regular,Dark denim gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
